,listing_url,last_scraped,host_since,zipcode,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities_cat,amenities_count,minimum_nights,maximum_nights,instant_bookable,availability_365,price,latitude,longitude,years_in_business,revenue,revenue_per_accommodates,0.25_price,0.5_price,0.75_price,outlier,0.25_acc,0.5_acc,0.75_acc,outlier_2,0.25_bathroom,0.5_bathroom,0.75_bathroom,outlier_3,bedrooms_cat,bathrooms_cat,years_in_business_cat,expected_annual_occupency,0.25_revenue,0.5_revenue,0.75_revenue,revenue_cat,0.25_revenue_acc,0.5_revenue_acc,0.75_revenue_acc,revenue_cat_acc,0.25_price_bedcat,0.5_price_bedcat,0.75_price_bedcat,price_cat
43,https://www.airbnb.com/rooms/50481751,2023-03-25,2012-10-02,92117.0,Entire home/apt,4,1.0,1.0,2.0,moderate,54,4,11,f,89,279.0,32.80502,-117.21109,10.0,77004.0,19251.0,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10, 10-11 month,7048.0,21060.0,36127.5,>75th,2894.583333333333,8824.5,15303.5,>75th,85.0,120.0,164.0,>75th
44,https://www.airbnb.com/rooms/21095455,2023-03-25,2017-08-16,92108.0,Entire home/apt,4,1.0,1.0,2.0,moderate,45,2,30,f,0,278.0,32.7629,-117.15862,6.0,101470.0,25367.5,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10,completely booked,7048.0,21060.0,36127.5,>75th,2894.583333333333,8824.5,15303.5,>75th,85.0,120.0,164.0,>75th
45,https://www.airbnb.com/rooms/36638344,2023-03-25,2017-12-28,92037.0,Entire home/apt,4,1.0,1.0,2.0,basic,31,3,28,t,316,277.0,32.835648,-117.276785,5.0,13573.0,3393.25,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 1-5, 1-2 month,7048.0,21060.0,36127.5,25th-50th,2894.583333333333,8824.5,15303.5,25th-50th,85.0,120.0,164.0,>75th
46,https://www.airbnb.com/rooms/45958586,2023-03-25,2012-07-22,92109.0,Entire home/apt,4,1.0,1.0,2.0,basic,37,3,1125,f,341,277.0,32.78008,-117.25166,11.0,6648.0,1662.0,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1,>10, 10 days- 1 month,7048.0,21060.0,36127.5,<25th,2894.583333333333,8824.5,15303.5,<25th,85.0,120.0,164.0,>75th
47,https://www.airbnb.com/rooms/50158322,2023-03-25,2015-09-04,92037.0,Entire home/apt,4,1.0,1.0,1.0,moderate,43,2,28,f,15,277.0,32.82801,-117.27971,8.0,96950.0,24237.5,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10,completely booked,7048.0,21060.0,36127.5,>75th,2894.583333333333,8824.5,15303.5,>75th,85.0,120.0,164.0,>75th
48,https://www.airbnb.com/rooms/9369888,2023-03-25,2015-07-02,92109.0,Entire home/apt,4,1.0,1.0,1.0,moderate,45,4,365,t,211,276.0,32.78872,-117.24041,8.0,42504.0,10626.0,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10, 5-6 month,7048.0,21060.0,36127.5,>75th,2894.583333333333,8824.5,15303.5,50th-75th,85.0,120.0,164.0,>75th
49,https://www.airbnb.com/rooms/17879506,2023-03-25,2017-01-26,92107.0,Entire home/apt,4,1.0,1.0,2.0,basic,29,1,999,f,277,276.0,32.74772,-117.25105,6.0,24288.0,6072.0,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10, 2-3 month,7048.0,21060.0,36127.5,50th-75th,2894.583333333333,8824.5,15303.5,25th-50th,85.0,120.0,164.0,>75th
50,https://www.airbnb.com/rooms/29413082,2023-03-25,2016-08-26,92120.0,Entire home/apt,4,1.0,1.0,2.0,moderate,51,4,24,f,0,275.0,32.78443,-117.08768,7.0,100375.0,25093.75,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10,completely booked,7048.0,21060.0,36127.5,>75th,2894.583333333333,8824.5,15303.5,>75th,85.0,120.0,164.0,>75th
51,https://www.airbnb.com/rooms/33036535,2023-03-25,2017-09-08,92101.0,Entire home/apt,4,1.0,1.0,2.0,basic,31,30,30,f,0,275.0,32.71023,-117.1571,6.0,100375.0,25093.75,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10,completely booked,7048.0,21060.0,36127.5,>75th,2894.583333333333,8824.5,15303.5,>75th,85.0,120.0,164.0,>75th
52,https://www.airbnb.com/rooms/48945349,2023-03-25,2017-06-24,92116.0,Entire home/apt,4,1.0,1.0,2.0,moderate,63,2,21,f,222,275.0,32.75917,-117.11406,6.0,39325.0,9831.25,87.0,125.0,176.0,0,1.0,1.0,2.0,0,100.0,139.0,198.0,0,1.0,1, 6-10, 4-5 month,7048.0,21060.0,36127.5,>75th,2894.583333333333,8824.5,15303.5,50th-75th,85.0,120.0,164.0,>75th
